,Global,Local,TSER(SMOTE),TSER(ADASYN),TSER(BSMOTE),TSER(NM),Horizon
0,0.8940763532066921,0.9299905972573326,0.8823476214183966,0.847656530437495,0.8693370158514491,0.9715715668429946,1
1,0.932033860147069,1.0110385889567797,0.9198668175898105,0.9129211795078052,0.9290319596870851,1.0229690303121712,2
2,0.7989248975943145,0.8465787696378823,0.7644229986782881,0.7730894384312712,0.7792135556060592,0.8140237986233934,3
3,0.8060801674224779,0.8392560695643836,0.8066448717192792,0.8134805248818759,0.8233861296273239,0.817882388633699,4
4,0.8309215623379453,0.7978440541823858,0.8364213164416556,0.844277148715727,0.8500767890584331,0.8122738363133616,5
5,0.8171135134917717,0.8396880549102338,0.7939617437069575,0.792371936084213,0.8356485990190985,0.8592422256230643,6
6,0.7880603535481162,0.8246229743060247,0.7972704850750737,0.8071855655997483,0.7991506459368768,0.8557249262883319,7
7,1.0118746197637933,1.0752382466821462,0.9826807341513072,0.9927391320907334,0.9758175987780247,1.0867427330992319,8
8,0.971442345921802,1.0852516804170969,0.9904021422093096,0.9925805428237964,0.9526806475283388,1.0369626028295953,9
9,0.8485629862654053,0.8860537897836409,0.8502893601734293,0.853314521476224,0.8359447111106802,0.8483245936715252,10
10,0.8382807545135487,0.9121469564384784,0.8686359535022129,0.874977320428675,0.8552025037131361,0.898129123043235,11
11,0.8547555202779107,0.9098205336383908,0.8817673054168447,0.876218865024821,0.8593402396118652,0.8985931242650276,12
12,0.8940094940841089,0.9305251237545512,0.8667452113432759,0.8531515801036608,0.8591317425513131,0.93307604244879,13
13,0.8519424226430653,0.874090439177048,0.862949992206048,0.8443603350258359,0.860152490735782,0.8740825966544771,14
