,Global,Local,TSER(SMOTE),TSER(ADASYN),TSER(BSMOTE),TSER(NM),Horizon
0,0.816916356150804,0.9129747458504833,0.7919057726134662,0.7911747616473619,0.7821979206602012,0.8679279735869018,1
1,0.859307172335675,0.9098747123033681,0.8606452047125617,0.8615421769959777,0.8479012757717447,0.9491314138310707,2
2,0.7768852847684597,0.8413537065959655,0.7730633129104323,0.7795164929057129,0.7710836349350357,0.8244042075976292,3
3,0.8203578559535454,0.8611473412753642,0.815469014869018,0.8275969242181707,0.8168451874189735,0.8699424898098553,4
4,0.8275701711951104,0.9100955279372466,0.8272796792276346,0.8219825211060101,0.8115371466088075,0.8942309596844644,5
5,0.819044329771985,0.927832546107401,0.8158016749768988,0.8066352002427646,0.8227527144705715,0.9171632823385684,6
6,0.8529587021921861,0.9792158207446446,0.8463962140073039,0.8510512338373675,0.8407425395630248,0.8927380331951106,7
7,0.9593707336890037,1.1387311954724748,0.9358603954957276,0.9297729035058184,0.9480290983402578,1.0311533258063492,8
8,0.9290703635167649,1.1921190161070456,0.9637780062017439,0.9701421602802905,0.9404028650974612,1.086181058291287,9
9,0.8893787076613001,1.1224780237949323,0.9271136090452452,0.9338222652834449,0.9042239932344257,1.017051536989929,10
10,0.9267552771177924,1.0788383011643603,0.9498991016648841,0.9354405255550462,0.9371965554435097,1.036319302083614,11
11,0.8917101958846275,1.010314727453749,0.9184192307004246,0.9106078813758007,0.9215043135925934,1.0159004489016963,12
12,0.9071469017465804,1.0125223461761954,0.9204199186175844,0.9076445051541143,0.9043725594839599,0.9812236824193258,13
13,0.9242191620925875,0.9989049986106087,0.916611054206511,0.9209666810296953,0.9152629866795007,0.9720642892465344,14
