,Global,Local,TSER(SMOTE),TSER(ADASYN),TSER(BSMOTE),TSER(NM),Horizon
0,1.0331470341003195,1.0970886073358768,1.007183835214853,1.021910059552388,0.9851219322799171,1.1129774244296147,1
1,1.0770940677314556,1.196384071689902,1.1384822576721363,1.1059107592469075,1.0666317513392105,1.1629540352531922,2
2,0.7936283823415229,1.0165945011481636,0.9130895734127967,0.919623833715725,0.8124679856978454,1.0381290207429994,3
3,0.8190099481337075,1.0213549207215549,0.911052236562963,0.9219364981046206,0.8073243623834515,1.0579011217346441,4
4,0.8612578088031336,1.0739154712602157,0.9377678514194612,0.9016328210733944,0.8334821108920922,1.0667124767839382,5
5,0.8159395265487646,1.028403958678474,0.8815354936830893,0.8620552727523212,0.798268630674415,1.0314019786239852,6
6,0.8135280491971281,1.0901056793657364,0.8411227586913667,0.8422571713926215,0.7774376547739464,1.0329310228130273,7
7,1.1442680849808358,1.2025806872233546,1.1015641505042926,1.099708504921494,1.0914967235865731,1.1681223724563252,8
8,1.1254201050993367,1.2276194073551148,1.1374439092462414,1.1484301309817666,1.0914673103952408,1.26458567136326,9
9,0.8906597523921567,1.1868406172860078,0.9247519808215626,0.9277377982094681,0.852967605133765,1.2028886424797103,10
10,0.935461179692319,1.085587717393696,1.0050240103620653,1.0074196246020897,0.9208091051147752,1.212418352884578,11
11,0.9642612571544976,1.118476051751091,1.018662583371387,1.023530434215283,0.9567811930376032,1.178591075151838,12
12,0.9313776030067151,1.0323494025097253,0.9575945775292555,0.946368447842974,0.9056614831894885,1.0850078455159207,13
13,0.926261709370289,1.0362301029780727,0.953464036383806,0.9512850344767194,0.894564744820553,1.0517599590366213,14
